Sample ID,A/S Loc,Date,Time,Initial Sample Wt,Initial Sample Vol,Aliquot Vol.,Diluted To Vol.,Analyst Name,Remarks,Batch ID,Sample Type,Samp Number,Wt Units,Vol Units,Solids Ratio,Sample Prep Vol.,Nominal Wt.,Sample Units,Samp Units Fact.,User Name 1,User Value 1,User Name 2,User Value 2,User Name 3,User Value 3,User Name 4,User Value 4,User Name 5,User Value 5,Result Name,Analyte Name,Date,Time,Elem,Wavelength,Int (Corr),RSD (Corr Int),SD (Corr Int),Conc (Calib),Conc (Samp),Reported Conc (Calib),Reported Conc (Samp),RSD (Conc),SD (Calib),SD (Samp),Calib Units,Samp Units,View,Original Data,Tech,Special Sample Category,Special Calculated Value,Corr Coef,Read Delay,Read Time,Int Time,QC Recovery,Repl No1,Date1,Time1,Int (Net)1,Int (Corr)1,Conc (Calib)1,Conc (Samp)1
KTC-A-7lo,88,2/22/2012,10:12:38 AM, , , , , , ,Geoarch WI12,0,15,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Tl 190.801,2/22/2012,10:14:04 AM,Tl,190.801,-74.28291573, , ,-0.027109163,-0.027109163,-0.027,-0.027, , , ,mg/L,mg/L,1,Yes,20, , ,0.999655615,60,5,5, ,1,2/22/2012,10:14:04 AM,-125.5474501,-74.28291573,-0.027109163,-0.027109163
KTC-A-7lo,88,2/22/2012,10:12:38 AM, , , , , , ,Geoarch WI12,0,15,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,U 385.958,2/22/2012,10:13:58 AM,U,385.958,55681.3899, , ,2.172365283,2.172365283,2.172,2.172, , , ,mg/L,mg/L,1,Yes,20, , ,0.99993687,60,1,0.01, ,1,2/22/2012,10:13:58 AM,59119.0271,55681.3899,2.172365283,2.172365283
KTC-A-7lo,88,2/22/2012,10:12:38 AM, , , , , , ,Geoarch WI12,0,15,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,V 290.880,2/22/2012,10:13:59 AM,V,290.88,86141.14976, , ,0.485121187,0.485121187,0.485,0.485, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995624,60,1,0.2, ,1,2/22/2012,10:13:59 AM,88428.51236,86141.14976,0.485121187,0.485121187
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Al 396.153,2/22/2012,10:16:03 AM,Al,396.153,27407323.15, , ,192.1539589,192.1539589,192.2,192.2, , , ,mg/L,mg/L,1,Yes,20, , ,0.998810019,60,1,0.001, ,1,2/22/2012,10:16:03 AM,27421389.38,27407323.15,192.1539589,192.1539589
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,As 188.979,2/22/2012,10:16:11 AM,As,188.979,272.2384881, , ,0.119080182,0.119080182,0.119,0.119, , , ,mg/L,mg/L,1,Yes,20, , ,0.999935008,60,5,5, ,1,2/22/2012,10:16:11 AM,225.8289261,272.2384881,0.119080182,0.119080182
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ba 233.527,2/22/2012,10:16:06 AM,Ba,233.527,72548.18789, , ,0.432077803,0.432077803,0.432,0.432, , , ,mg/L,mg/L,1,Yes,20, , ,0.999991049,60,1,0.2, ,1,2/22/2012,10:16:06 AM,72921.5912,72548.18789,0.432077803,0.432077803
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Be 313.107,2/22/2012,10:16:06 AM,Be,313.107,15099.48274, , ,0.003885625,0.003885625,0.004,0.004, , , ,mg/L,mg/L,1,Yes,20, , ,0.999976581,60,1,0.2, ,1,2/22/2012,10:16:06 AM,10955.58189,15099.48274,0.003885625,0.003885625
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,B 249.677,2/22/2012,10:16:06 AM,B,249.677,-13576.07952, , ,-0.684725111,-0.684725111,-0.685,-0.685, , , ,mg/L,mg/L,1,Yes,20, , ,0.698759444,60,1,0.2, ,1,2/22/2012,10:16:06 AM,-11019.17547,-13576.07952,-0.684725111,-0.684725111
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cd 228.802,2/22/2012,10:16:11 AM,Cd,228.802,377.4615082, , ,-0.000200034,-0.000200034,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,0.999914006,60,5,5, ,1,2/22/2012,10:16:11 AM,582.995635,377.4615082,-0.000200034,-0.000200034
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ca 317.933,2/22/2012,10:16:03 AM,Ca,317.933,34413737.02, , ,289.3687352,289.3687352,289.4,289.4, , , ,mg/L,mg/L,1,Yes,20, , ,0.949109255,60,1,0.001, ,1,2/22/2012,10:16:03 AM,34479168.99,34413737.02,289.3687352,289.3687352
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cr 267.716,2/22/2012,10:16:06 AM,Cr,267.716,61838.07953, , ,0.652675783,0.652675783,0.653,0.653, , , ,mg/L,mg/L,1,Yes,20, , ,0.999972956,60,1,0.2, ,1,2/22/2012,10:16:06 AM,62398.00186,61838.07953,0.652675783,0.652675783
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cu 327.393,2/22/2012,10:16:06 AM,Cu,327.393,21023.39327, , ,0.138066881,0.138066881,0.138,0.138, , , ,mg/L,mg/L,1,Yes,20, , ,0.999999482,60,1,0.2, ,1,2/22/2012,10:16:06 AM,20645.70703,21023.39327,0.138066881,0.138066881
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Fe 238.204,2/22/2012,10:16:03 AM,Fe,238.204,12734940.31, , ,132.8440284,132.8440284,132.8,132.8, , , ,mg/L,mg/L,1,Yes,20, , ,0.895014266,60,1,0.001, ,1,2/22/2012,10:16:03 AM,12782022.5,12734940.31,132.8440284,132.8440284
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Li 670.784,2/22/2012,10:16:05 AM,Li,670.784,1727939.379, , ,0.272838573,0.272838573,0.273,0.273, , , ,mg/L,mg/L,1,Yes,20, , ,0.999897282,60,1,0.01, ,1,2/22/2012,10:16:05 AM,1809128.705,1727939.379,0.272838573,0.272838573
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Pb 220.353,2/22/2012,10:16:11 AM,Pb,220.353,1696.115682, , ,0.066681271,0.066681271,0.067,0.067, , , ,mg/L,mg/L,1,Yes,20, , ,0.999970198,60,5,5, ,1,2/22/2012,10:16:11 AM,1809.80659,1696.115682,0.066681271,0.066681271
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Mg 285.213,2/22/2012,10:16:03 AM,Mg,285.213,21449397.84, , ,58.06334978,58.06334978,58.06,58.06, , , ,mg/L,mg/L,1,Yes,20, , ,0.997378709,60,1,0.001, ,1,2/22/2012,10:16:03 AM,21464286.04,21449397.84,58.06334978,58.06334978
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Mn 257.610,2/22/2012,10:16:03 AM,Mn,257.61,10363481, , ,10.17438871,10.17438871,10.17,10.17, , , ,mg/L,mg/L,1,Yes,20, , ,0.999911931,60,1,0.001, ,1,2/22/2012,10:16:03 AM,10371082.76,10363481,10.17438871,10.17438871
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ni 231.604,2/22/2012,10:16:06 AM,Ni,231.604,16528.11555, , ,0.356855709,0.356855709,0.357,0.357, , , ,mg/L,mg/L,1,Yes,20, , ,0.999886818,60,1,0.2, ,1,2/22/2012,10:16:06 AM,16734.67624,16528.11555,0.356855709,0.356855709
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,P 213.617,2/22/2012,10:16:06 AM,P,213.617,16884.17825, , ,0,0,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,-0.999850631,60,1,0.2, ,1,2/22/2012,10:16:06 AM,17010.49336,16884.17825,0,0
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,K 766.490,2/22/2012,10:16:05 AM,K,766.49,4510699.281, , ,11.52431543,11.52431543,11.52,11.52, , , ,mg/L,mg/L,1,Yes,20, , ,0.999441138,60,1,0.01, ,1,2/22/2012,10:16:05 AM,4539808.107,4510699.281,11.52431543,11.52431543
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sc 361.383,2/22/2012,10:16:06 AM,Sc,361.383,79377.83676, , ,0.029975852,0.029975852,0.03,0.03, , , ,mg/L,mg/L,1,Yes,20, , ,0.994513661,60,1,0.2, ,1,2/22/2012,10:16:06 AM,79436.19057,79377.83676,0.029975852,0.029975852
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Se 196.026,2/22/2012,10:16:11 AM,Se,196.026,-59.76989755, , ,-0.067175768,-0.067175768,-0.067,-0.067, , , ,mg/L,mg/L,1,Yes,20, , ,0.999499565,60,5,5, ,1,2/22/2012,10:16:11 AM,-114.0328832,-59.76989755,-0.067175768,-0.067175768
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Na 589.592,2/22/2012,10:16:05 AM,Na,589.592,1086745.187, , ,1.819180235,1.819180235,1.819,1.819, , , ,mg/L,mg/L,1,Yes,20, , ,0.989042052,60,1,0.01, ,1,2/22/2012,10:16:05 AM,1275138.566,1086745.187,1.819180235,1.819180235
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sr 407.771,2/22/2012,10:16:03 AM,Sr,407.771,4582527.58, , ,0.247553071,0.247553071,0.248,0.248, , , ,mg/L,mg/L,1,Yes,20, , ,0.999957406,60,1,0.001, ,1,2/22/2012,10:16:03 AM,4600941.847,4582527.58,0.247553071,0.247553071
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Te 214.281,2/22/2012,10:16:11 AM,Te,214.281,-520.1247665, , ,-0.132566904,-0.132566904,-0.133,-0.133, , , ,mg/L,mg/L,1,Yes,20, , ,0.999780013,60,5,5, ,1,2/22/2012,10:16:11 AM,-1072.565791,-520.1247665,-0.132566904,-0.132566904
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ti 334.940,2/22/2012,10:16:05 AM,Ti,334.94,617291.8015, , ,0.918412445,0.918412445,0.918,0.918, , , ,mg/L,mg/L,1,Yes,20, , ,0.999671824,60,1,0.01, ,1,2/22/2012,10:16:05 AM,619510.7047,617291.8015,0.918412445,0.918412445
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Y 371.029,2/22/2012,10:16:06 AM,Y,371.029,106076.1294, , ,0.082776498,0.082776498,0.083,0.083, , , ,mg/L,mg/L,1,Yes,20, , ,0.994502802,60,1,0.2, ,1,2/22/2012,10:16:06 AM,105991.6242,106076.1294,0.082776498,0.082776498
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Zn 206.200,2/22/2012,10:16:06 AM,Zn,206.2,21305.6119, , ,0.472840614,0.472840614,0.473,0.473, , , ,mg/L,mg/L,1,Yes,20, , ,0.997843701,60,1,0.2, ,1,2/22/2012,10:16:06 AM,24057.98364,21305.6119,0.472840614,0.472840614
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Bi 223.061,2/22/2012,10:16:11 AM,Bi,223.061,-309.0068262, , ,-0.051447868,-0.051447868,-0.051,-0.051, , , ,mg/L,mg/L,1,Yes,20, , ,0.999393124,60,5,5, ,1,2/22/2012,10:16:11 AM,-438.8003605,-309.0068262,-0.051447868,-0.051447868
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ce 413.764,2/22/2012,10:16:06 AM,Ce,413.764,13426.58448, , ,0,0,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,-0.807349236,60,1,0.2, ,1,2/22/2012,10:16:06 AM,13451.2995,13426.58448,0,0
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Co 228.616,2/22/2012,10:16:11 AM,Co,228.616,2720.569057, , ,0.037415241,0.037415241,0.037,0.037, , , ,mg/L,mg/L,1,Yes,20, , ,0.999937213,60,5,5, ,1,2/22/2012,10:16:11 AM,2488.98054,2720.569057,0.037415241,0.037415241
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ga 417.206,2/22/2012,10:16:06 AM,Ga,417.206,11475.0382, , ,0.098570619,0.098570619,0.099,0.099, , , ,mg/L,mg/L,1,Yes,20, , ,0.999978894,60,1,0.2, ,1,2/22/2012,10:16:06 AM,10257.39396,11475.0382,0.098570619,0.098570619
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,In 230.606,2/22/2012,10:16:06 AM,In,230.606,101.3530294, , ,0.005688778,0.005688778,0.006,0.006, , , ,mg/L,mg/L,1,Yes,20, , ,0.999877042,60,1,0.2, ,1,2/22/2012,10:16:06 AM,204.4526021,101.3530294,0.005688778,0.005688778
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Rb 780.023,2/22/2012,10:16:06 AM,Rb,780.023,32128.99516, , ,0.259214957,0.259214957,0.259,0.259, , , ,mg/L,mg/L,1,Yes,20, , ,0.999802267,60,1,0.2, ,1,2/22/2012,10:16:06 AM,-69610.38117,32128.99516,0.259214957,0.259214957
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ag 328.068,2/22/2012,10:16:06 AM,Ag,328.068,-4245.855252, , ,-0.021293802,-0.021293802,-0.021,-0.021, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995919,60,1,0.2, ,1,2/22/2012,10:16:06 AM,-4523.121344,-4245.855252,-0.021293802,-0.021293802
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Tl 190.801,2/22/2012,10:16:11 AM,Tl,190.801,-22.41775707, , ,-0.010951385,-0.010951385,-0.011,-0.011, , , ,mg/L,mg/L,1,Yes,20, , ,0.999655615,60,5,5, ,1,2/22/2012,10:16:11 AM,-73.68229148,-22.41775707,-0.010951385,-0.010951385
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,U 385.958,2/22/2012,10:16:05 AM,U,385.958,42463.60664, , ,1.657312896,1.657312896,1.657,1.657, , , ,mg/L,mg/L,1,Yes,20, , ,0.99993687,60,1,0.01, ,1,2/22/2012,10:16:05 AM,45901.24384,42463.60664,1.657312896,1.657312896
KTC-A-7lo_replica,89,2/22/2012,10:14:46 AM, , , , , , ,Geoarch WI12,0,16,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,V 290.880,2/22/2012,10:16:06 AM,V,290.88,66536.0817, , ,0.374507983,0.374507983,0.375,0.375, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995624,60,1,0.2, ,1,2/22/2012,10:16:06 AM,68823.4443,66536.0817,0.374507983,0.374507983
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Al 396.153,2/22/2012,10:18:06 AM,Al,396.153,61404.91174, , ,0.474547196,0.474547196,0.475,0.475, , , ,mg/L,mg/L,1,Yes,20, , ,0.998810019,60,1,0.2, ,1,2/22/2012,10:18:06 AM,75471.14384,61404.91174,0.474547196,0.474547196
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,As 188.979,2/22/2012,10:18:11 AM,As,188.979,21.12074966, , ,0.000271264,0.000271264,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,0.999935008,60,5,5, ,1,2/22/2012,10:18:11 AM,-25.28881228,21.12074966,0.000271264,0.000271264
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ba 233.527,2/22/2012,10:18:11 AM,Ba,233.527,183.6661387, , ,0.000669095,0.000669095,0.001,0.001, , , ,mg/L,mg/L,1,Yes,20, , ,0.999991049,60,5,5, ,1,2/22/2012,10:18:11 AM,557.0694513,183.6661387,0.000669095,0.000669095
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Be 313.107,2/22/2012,10:18:06 AM,Be,313.107,-14.28035162, , ,-0.001163332,-0.001163332,-0.001,-0.001, , , ,mg/L,mg/L,1,Yes,20, , ,0.999976581,60,1,0.2, ,1,2/22/2012,10:18:06 AM,-4158.181206,-14.28035162,-0.001163332,-0.001163332
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,B 249.677,2/22/2012,10:18:11 AM,B,249.677,1641.321043, , ,0.152109167,0.152109167,0.152,0.152, , , ,mg/L,mg/L,1,Yes,20, , ,0.698759444,60,5,5, ,1,2/22/2012,10:18:11 AM,4198.225094,1641.321043,0.152109167,0.152109167
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cd 228.802,2/22/2012,10:18:11 AM,Cd,228.802,31.5588125, , ,-0.004181156,-0.004181156,-0.004,-0.004, , , ,mg/L,mg/L,1,Yes,20, , ,0.999914006,60,5,5, ,1,2/22/2012,10:18:11 AM,237.0929393,31.5588125,-0.004181156,-0.004181156
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ca 317.933,2/22/2012,10:18:06 AM,Ca,317.933,99406.94181, , ,1.135657591,1.135657591,1.136,1.136, , , ,mg/L,mg/L,1,Yes,20, , ,0.949109255,60,1,0.2, ,1,2/22/2012,10:18:06 AM,164838.9096,99406.94181,1.135657591,1.135657591
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cr 267.716,2/22/2012,10:18:11 AM,Cr,267.716,398.2372878, , ,0.003549953,0.003549953,0.004,0.004, , , ,mg/L,mg/L,1,Yes,20, , ,0.999972956,60,5,5, ,1,2/22/2012,10:18:11 AM,958.1596261,398.2372878,0.003549953,0.003549953
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cu 327.393,2/22/2012,10:18:06 AM,Cu,327.393,597.7847984, , ,0.004215838,0.004215838,0.004,0.004, , , ,mg/L,mg/L,1,Yes,20, , ,0.999999482,60,1,0.2, ,1,2/22/2012,10:18:06 AM,220.0985573,597.7847984,0.004215838,0.004215838
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Fe 238.204,2/22/2012,10:18:06 AM,Fe,238.204,53243.80824, , ,0.735305095,0.735305095,0.735,0.735, , , ,mg/L,mg/L,1,Yes,20, , ,0.895014266,60,1,0.2, ,1,2/22/2012,10:18:06 AM,100325.998,53243.80824,0.735305095,0.735305095
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Li 670.784,2/22/2012,10:18:04 AM,Li,670.784,78374.64695, , ,0.024170276,0.024170276,0.024,0.024, , , ,mg/L,mg/L,1,Yes,20, , ,0.999897282,60,1,0.01, ,1,2/22/2012,10:18:04 AM,159563.9723,78374.64695,0.024170276,0.024170276
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Pb 220.353,2/22/2012,10:18:11 AM,Pb,220.353,324.3110614, , ,0.011080223,0.011080223,0.011,0.011, , , ,mg/L,mg/L,1,Yes,20, , ,0.999970198,60,5,5, ,1,2/22/2012,10:18:11 AM,438.0019693,324.3110614,0.011080223,0.011080223
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Mg 285.213,2/22/2012,10:18:06 AM,Mg,285.213,71231.13922, , ,0.216595801,0.216595801,0.217,0.217, , , ,mg/L,mg/L,1,Yes,20, , ,0.997378709,60,1,0.2, ,1,2/22/2012,10:18:06 AM,86119.3355,71231.13922,0.216595801,0.216595801
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Mn 257.610,2/22/2012,10:18:06 AM,Mn,257.61,40843.0626, , ,0.041991644,0.041991644,0.042,0.042, , , ,mg/L,mg/L,1,Yes,20, , ,0.999911931,60,1,0.2, ,1,2/22/2012,10:18:06 AM,48444.82128,40843.0626,0.041991644,0.041991644
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ni 231.604,2/22/2012,10:18:11 AM,Ni,231.604,1452.835909, , ,0.034031739,0.034031739,0.034,0.034, , , ,mg/L,mg/L,1,Yes,20, , ,0.999886818,60,5,5, ,1,2/22/2012,10:18:11 AM,1659.396599,1452.835909,0.034031739,0.034031739
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,P 213.617,2/22/2012,10:18:11 AM,P,213.617,3.106190184, , ,0,0,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,-0.999850631,60,5,5, ,1,2/22/2012,10:18:11 AM,129.4213055,3.106190184,0,0
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,K 766.490,2/22/2012,10:18:06 AM,K,766.49,9022.20896, , ,0.127358041,0.127358041,0.127,0.127, , , ,mg/L,mg/L,1,Yes,20, , ,0.999441138,60,1,0.2, ,1,2/22/2012,10:18:06 AM,38131.03547,9022.20896,0.127358041,0.127358041
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sc 361.383,2/22/2012,10:18:06 AM,Sc,361.383,121.796242, , ,0.001728781,0.001728781,0.002,0.002, , , ,mg/L,mg/L,1,Yes,20, , ,0.994513661,60,1,0.2, ,1,2/22/2012,10:18:06 AM,180.1500576,121.796242,0.001728781,0.001728781
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Se 196.026,2/22/2012,10:18:11 AM,Se,196.026,23.92556106, , ,-0.013245202,-0.013245202,-0.013,-0.013, , , ,mg/L,mg/L,1,Yes,20, , ,0.999499565,60,5,5, ,1,2/22/2012,10:18:11 AM,-30.33742459,23.92556106,-0.013245202,-0.013245202
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Na 589.592,2/22/2012,10:18:04 AM,Na,589.592,123730.5311, , ,0.326055062,0.326055062,0.326,0.326, , , ,mg/L,mg/L,1,Yes,20, , ,0.989042052,60,1,0.01, ,1,2/22/2012,10:18:04 AM,312123.9099,123730.5311,0.326055062,0.326055062
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sr 407.771,2/22/2012,10:18:06 AM,Sr,407.771,32131.91487, , ,0.000562137,0.000562137,0.001,0.001, , , ,mg/L,mg/L,1,Yes,20, , ,0.999957406,60,1,0.2, ,1,2/22/2012,10:18:06 AM,50546.18113,32131.91487,0.000562137,0.000562137
Blank-DH,90,2/22/2012,10:16:52 AM, , , , , , ,Geoarch WI12,0,17,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Te 214.281,2/22/2012,10:18:11 AM,Te,214.281,16.44013931, , ,-0.008834776,-0.008834776,-0.009,-0.009, , , ,mg/L,mg/L,1,Yes,20, , ,0.999780013,60,5,5, ,1,2/22/2012,10:18:11 AM,-536.0008856,16.44013931,-0.008834776,-0.008834776
